lg_id	lg_name	n_members	ward_name	ward_num
LG-11001	Colombo MC	2	Havelock Town	41
LG-11001	Colombo MC	2	Kirula	42
LG-11001	Colombo MC	2	Kirulapana	43
LG-11001	Colombo MC	1	Pamankada East	44
LG-11001	Colombo MC	1	Pamankada West	45
LG-11001	Colombo MC	2	Wellawatta North	46
LG-11001	Colombo MC	1	Wellawatta South	47
LG-11010	Dehiwala Mt.Lavinia MC	1	Wilawala	1
LG-11010	Dehiwala Mt.Lavinia MC	1	Dutugemunu	2
LG-11010	Dehiwala Mt.Lavinia MC	1	Kohuwala	3
LG-11010	Dehiwala Mt.Lavinia MC	1	Kalubowila	4
LG-11010	Dehiwala Mt.Lavinia MC	1	Hathbodiya	5
LG-11010	Dehiwala Mt.Lavinia MC	1	Sri Saranankara	6
LG-11010	Dehiwala Mt.Lavinia MC	1	Dehiwala West	7
LG-11010	Dehiwala Mt.Lavinia MC	2	Dehiwala East	8
LG-11010	Dehiwala Mt.Lavinia MC	1	Udyanaya	9
LG-11010	Dehiwala Mt.Lavinia MC	1	Nedimala	10
LG-11010	Dehiwala Mt.Lavinia MC	1	Kawdana East	11
LG-11010	Dehiwala Mt.Lavinia MC	1	Karagampitiya	12
LG-11010	Dehiwala Mt.Lavinia MC	1	Malwatta	13
LG-11010	Dehiwala Mt.Lavinia MC	1	Dehiwala Town	14
LG-11010	Dehiwala Mt.Lavinia MC	1	Mt. Lavinia	15
LG-11010	Dehiwala Mt.Lavinia MC	1	Kawdana West	16
LG-11010	Dehiwala Mt.Lavinia MC	1	Watarappala	17
LG-11010	Dehiwala Mt.Lavinia MC	2	Cinnamon Gardens	18
LG-11010	Dehiwala Mt.Lavinia MC	1	Attidiya North	19
LG-11010	Dehiwala Mt.Lavinia MC	1	Attidiya South	20
LG-11010	Dehiwala Mt.Lavinia MC	1	Pirivena	21
LG-11010	Dehiwala Mt.Lavinia MC	1	Wathumulla	22
LG-11010	Dehiwala Mt.Lavinia MC	1	Wedikanda	23
LG-11010	Dehiwala Mt.Lavinia MC	1	Vihara	24
LG-11010	Dehiwala Mt.Lavinia MC	1	Ratmalana West	25
LG-11010	Dehiwala Mt.Lavinia MC	1	Rathmalana East	26
LG-11010	Dehiwala Mt.Lavinia MC	1	Kandawala	27
LG-11009	Sri Jayawardenepura Kotte MC	1	Obesekarapura North	1
LG-11009	Sri Jayawardenepura Kotte MC	1	Obesekarapura South	2
LG-11009	Sri Jayawardenepura Kotte MC	1	Moragasmulla	3
LG-11009	Sri Jayawardenepura Kotte MC	1	Meda Welikada	4
LG-11009	Sri Jayawardenepura Kotte MC	1	Rajagiriya	5
LG-11009	Sri Jayawardenepura Kotte MC	1	Bandaranayakapura	6
LG-11009	Sri Jayawardenepura Kotte MC	1	Nawala West	7
LG-11009	Sri Jayawardenepura Kotte MC	1	Koswatta	8
LG-11009	Sri Jayawardenepura Kotte MC	1	Ethul Kotte West	9
LG-11009	Sri Jayawardenepura Kotte MC	1	Ethul Kotte	10
LG-11009	Sri Jayawardenepura Kotte MC	1	Pita Kotte East	11
LG-11009	Sri Jayawardenepura Kotte MC	1	Pita Kotte	12
LG-11009	Sri Jayawardenepura Kotte MC	1	Pita Kotte West	13
LG-11009	Sri Jayawardenepura Kotte MC	1	Nawala East	14
LG-11009	Sri Jayawardenepura Kotte MC	1	Nugegoda West	15
LG-11009	Sri Jayawardenepura Kotte MC	1	Pagoda North	16
LG-11009	Sri Jayawardenepura Kotte MC	1	Nugegoda East	17
LG-11009	Sri Jayawardenepura Kotte MC	1	Pagoda East	18
LG-11009	Sri Jayawardenepura Kotte MC	1	Gangodawila East	19
LG-11009	Sri Jayawardenepura Kotte MC	1	Gangodawila South	20
LG-11009	Sri Jayawardenepura Kotte MC	1	Gangodawila West	21
LG-11004	Kaduwela MC	1	Weliwita	1
LG-11004	Kaduwela MC	1	Hewagama	2
LG-11004	Kaduwela MC	1	Kaduwela	3
LG-11004	Kaduwela MC	1	Bomiriya North	4
LG-11004	Kaduwela MC	1	Bomiriya South	5
LG-11004	Kaduwela MC	1	Nawagamuwa	6
LG-11004	Kaduwela MC	1	Ranala	7
LG-11004	Kaduwela MC	1	Dedigamuwa	8
LG-11004	Kaduwela MC	1	Koratota	9
LG-11004	Kaduwela MC	1	Pore	10
LG-11004	Kaduwela MC	1	Malabe North	11
LG-11004	Kaduwela MC	1	Malabe	12
LG-11004	Kaduwela MC	1	Thalahena	13
LG-11004	Kaduwela MC	1	Muththettugoda	14
LG-11004	Kaduwela MC	1	Thalangama	15
LG-11004	Kaduwela MC	1	Walpola	16
LG-11004	Kaduwela MC	1	Kalapaluwawa	17
LG-11004	Kaduwela MC	1	Battaramulla	18
LG-11004	Kaduwela MC	1	Pelawatta	19
LG-11004	Kaduwela MC	1	Batapotha	20
LG-11004	Kaduwela MC	1	Jayawadanagama	21
LG-11004	Kaduwela MC	1	Pothuarawa	22
LG-11004	Kaduwela MC	1	Wellangiriya	23
LG-11004	Kaduwela MC	1	Arangala	24
LG-11004	Kaduwela MC	1	Hokandara	25
LG-11004	Kaduwela MC	1	Boralugoda	26
LG-11004	Kaduwela MC	1	Athurugiriya	27
LG-11004	Kaduwela MC	1	Oruwala	28
LG-11011	Moratuwa MC	1	Angulana	1
LG-11011	Moratuwa MC	1	Kaldemulla	2
LG-11011	Moratuwa MC	1	Borupana	3
LG-11011	Moratuwa MC	1	Thelawala	4
LG-11011	Moratuwa MC	1	Soysapura	5
LG-11011	Moratuwa MC	1	Lakshapathiya North	6
LG-11011	Moratuwa MC	1	Uyana	7
LG-11011	Moratuwa MC	1	Lakshapathiya South	8
LG-11011	Moratuwa MC	1	Katubedda North	9
LG-11011	Moratuwa MC	1	Katubedda South	10
LG-11011	Moratuwa MC	1	Molpe	11
LG-11011	Moratuwa MC	1	Rawathawatta East	12
LG-11011	Moratuwa MC	1	Rawathawatta West	13
LG-11011	Moratuwa MC	1	Idama	14
LG-11011	Moratuwa MC	1	Kadalana	15
LG-11011	Moratuwa MC	1	Moratumulla West	16
LG-11011	Moratuwa MC	1	Moratumulla	17
LG-11011	Moratuwa MC	1	Willorawatta West	18
LG-11011	Moratuwa MC	1	Willorawatta East	19
LG-11011	Moratuwa MC	1	Indibedda East	20
LG-11011	Moratuwa MC	1	Indibedda West	21
LG-11011	Moratuwa MC	1	Moratuwella North	22
LG-11011	Moratuwa MC	1	Moratuwella South	23
LG-11011	Moratuwa MC	1	Koralawella West	24
LG-11011	Moratuwa MC	1	Koralawella East	25
LG-11011	Moratuwa MC	1	Katukurunda North	26
LG-11011	Moratuwa MC	1	Katukurunda South	27
LG-11011	Moratuwa MC	1	Egoda Uyana North Central	28
LG-11011	Moratuwa MC	1	Egoda Uyana South	29
LG-11002	Kolonnawa UC	2	Sedawatta	1
LG-11002	Kolonnawa UC	1	Wadulla	2
LG-11002	Kolonnawa UC	1	Orugodawatta	3
LG-11002	Kolonnawa UC	1	Wellampitiya	4
LG-11002	Kolonnawa UC	1	Dahampura	5
LG-11002	Kolonnawa UC	2	Kollonnawa	6
LG-11002	Kolonnawa UC	1	Singhapura	7
LG-11002	Kolonnawa UC	1	Salamulla	8
LG-11002	Kolonnawa UC	1	Gajabapura	9
LG-11007	Seethawakapura UC	2	Kiriwandala North	1
LG-11007	Seethawakapura UC	1	Kudagama	2
LG-11007	Seethawakapura UC	1	Seethawaka	3
LG-11007	Seethawakapura UC	1	Awissawella	4
LG-11007	Seethawakapura UC	1	Seethagama	5
LG-11007	Seethawakapura UC	1	Agra Place	6
LG-11007	Seethawakapura UC	1	Ukwatta	7
LG-11007	Seethawakapura UC	1	Kiriwandala South	8
LG-11007	Seethawakapura UC	1	Kotahera	9
LG-11007	Seethawakapura UC	1	Aradhanakanda	10
LG-11007	Seethawakapura UC	2	Puwakpitiya	11
LG-11007	Seethawakapura UC	1	Egodagama	12
LG-11008	Maharagama UC	1	Mirihana South	1
LG-11008	Maharagama UC	1	Mirihana North	2
LG-11008	Maharagama UC	1	Madiwela	3
LG-11008	Maharagama UC	1	Pragathipura	4
LG-11008	Maharagama UC	1	Udahamulla	5
LG-11008	Maharagama UC	1	Thalapathpitiya	6
LG-11008	Maharagama UC	1	Pamunuwa	7
LG-11008	Maharagama UC	1	Thalawathugoda	8
LG-11008	Maharagama UC	1	Kalalgoda	9
LG-11008	Maharagama UC	1	Depanama	10
LG-11008	Maharagama UC	1	Kottawa West	11
LG-11008	Maharagama UC	1	Kottawa East	12
LG-11008	Maharagama UC	1	Rukmale	13
LG-11008	Maharagama UC	1	Makumbura	14
LG-11008	Maharagama UC	1	Kottawa South	15
LG-11008	Maharagama UC	1	Kottawa Town	16
LG-11008	Maharagama UC	1	Pannipitiya	17
LG-11008	Maharagama UC	1	Maharagama South	18
LG-11008	Maharagama UC	1	Maharagama North	19
LG-11008	Maharagama UC	1	Pathiragoda	20
LG-11008	Maharagama UC	1	Nawinna	21
LG-11008	Maharagama UC	1	Gangodawila	22
LG-11008	Maharagama UC	1	Waththegedara	23
LG-11008	Maharagama UC	1	Godigamuwa North	24
LG-11008	Maharagama UC	1	Godigamuwa South	25
LG-11013	Kesbewa UC	1	Arawwala	1
LG-11013	Kesbewa UC	1	Rathmaldeniya	2
LG-11013	Kesbewa UC	1	Mahalwarawa	3
LG-11013	Kesbewa UC	1	Pelenwatta	4
LG-11013	Kesbewa UC	1	Bokundara	5
LG-11013	Kesbewa UC	1	Mampe	6
LG-11013	Kesbewa UC	1	Honnanthara	7
LG-11013	Kesbewa UC	1	Mawiththara	8
LG-11013	Kesbewa UC	1	Wishwakalawa	9
LG-11013	Kesbewa UC	1	Thumbowila	10
LG-11013	Kesbewa UC	1	Wewala	11
LG-11013	Kesbewa UC	1	Suwarapola	12
LG-11013	Kesbewa UC	1	Kolamunna	13
LG-11013	Kesbewa UC	1	Kesbewa	14
LG-11013	Kesbewa UC	1	Halpita	15
LG-11013	Kesbewa UC	1	Batuwandara	16
LG-11013	Kesbewa UC	1	Batakeththara	17
LG-11013	Kesbewa UC	1	Dampe	18
LG-11013	Kesbewa UC	1	Polhena	19
LG-11013	Kesbewa UC	1	Kahapola	20
LG-11012	Boralesgamuwa UC	1	Pepiliyana	1
LG-11012	Boralesgamuwa UC	1	Diwulpitiya	2
LG-11012	Boralesgamuwa UC	1	Raththanapitiya	3
LG-11012	Boralesgamuwa UC	1	Boralesgamuwa West	4
LG-11012	Boralesgamuwa UC	1	Bellanwila	5
LG-11012	Boralesgamuwa UC	1	Werahera	6
LG-11012	Boralesgamuwa UC	1	Boralesgamuwa East	7
LG-11012	Boralesgamuwa UC	1	Bodhirajapuraya	8
LG-11012	Boralesgamuwa UC	1	Katuwawala	9
LG-11012	Boralesgamuwa UC	1	Neelammahara	10
LG-11003	Kotikawatta PS	1	Halmulla	1
LG-11003	Kotikawatta PS	1	Welewatta	2
LG-11003	Kotikawatta PS	1	Kiththampahuwa	3
LG-11003	Kotikawatta PS	1	Wennawatta	4
LG-11003	Kotikawatta PS	1	Maha Buthgamuwa	5
LG-11003	Kotikawatta PS	1	Kuda Buthgamuwa	6
LG-11003	Kotikawatta PS	1	Kelanimulla	7
LG-11003	Kotikawatta PS	1	Ambathale	8
LG-11003	Kotikawatta PS	1	Udumulla	9
LG-11003	Kotikawatta PS	1	Malgama	10
LG-11003	Kotikawatta PS	1	Mulleriyawa	11
LG-11003	Kotikawatta PS	1	Malpura	12
LG-11003	Kotikawatta PS	1	Kotikawatta	13
LG-11003	Kotikawatta PS	1	Batalandahena	14
LG-11003	Kotikawatta PS	2	Megoda Kolonnawa	15
LG-11003	Kotikawatta PS	1	Gothatuwa	16
LG-11003	Kotikawatta PS	1	Madinnagoda	17
LG-11003	Kotikawatta PS	1	Dodamgahahena	18
LG-11003	Kotikawatta PS	1	Himbutana	19
LG-11003	Kotikawatta PS	1	Udumulla South	20
LG-11003	Kotikawatta PS	1	Rajasinghegama	21
LG-11006	Seethawaka PS	1	Kosgama	1
LG-11006	Seethawaka PS	1	Eswatta	2
LG-11006	Seethawaka PS	1	Hingurala	3
LG-11006	Seethawaka PS	1	Kadugoda	4
LG-11006	Seethawaka PS	1	Salawa	5
LG-11006	Seethawaka PS	1	Kaluaggala	6
LG-11006	Seethawaka PS	1	Suduwella	7
LG-11006	Seethawaka PS	1	Weragolla	8
LG-11006	Seethawaka PS	1	Ilukowita	9
LG-11006	Seethawaka PS	1	Welikanna	10
LG-11006	Seethawaka PS	1	Kahahena	11
LG-11006	Seethawaka PS	1	Diddeniya	12
LG-11006	Seethawaka PS	1	Hanwella	13
LG-11006	Seethawaka PS	1	Jayaweeragoda	14
LG-11006	Seethawaka PS	1	Thunnana	15
LG-11006	Seethawaka PS	1	Mawathagama	16
LG-11006	Seethawaka PS	1	Pitumpe	17
LG-11006	Seethawaka PS	1	Uggalla	18
LG-11006	Seethawaka PS	1	Pinnawala	19
LG-11006	Seethawaka PS	1	Waga	20
LG-11006	Seethawaka PS	1	Bope	21
LG-11006	Seethawaka PS	1	Weragala	22
LG-11006	Seethawaka PS	1	Arukwatta	23
LG-11006	Seethawaka PS	1	Galagedara	24
LG-11006	Seethawaka PS	1	Padukka	25
LG-11006	Seethawaka PS	1	Udumulla	26
LG-11005	Homagama PS	1	Jalthara	1
LG-11005	Homagama PS	1	Atigala	2
LG-11005	Homagama PS	1	Watareka	3
LG-11005	Homagama PS	1	Meegoda	4
LG-11005	Homagama PS	1	Nawalamulla	5
LG-11005	Homagama PS	1	Mullegama	6
LG-11005	Homagama PS	1	Homagama	7
LG-11005	Homagama PS	1	Galawilawatta	8
LG-11005	Homagama PS	1	Panagoda	9
LG-11005	Homagama PS	1	Godagama	10
LG-11005	Homagama PS	1	Owitigama	11
LG-11005	Homagama PS	1	Madulawa	12
LG-11005	Homagama PS	1	Dampe	13
LG-11005	Homagama PS	1	Pitipana	14
LG-11005	Homagama PS	1	Kiriberiya Kele	15
LG-11005	Homagama PS	1	Uduwana	16
LG-11005	Homagama PS	1	Magammana	17
LG-11005	Homagama PS	1	Hiripitiya	18
LG-11005	Homagama PS	1	Siddamulla	19
LG-11005	Homagama PS	1	Maththegoda Gama	20
LG-11005	Homagama PS	1	Maththegoda Central	21
LG-11005	Homagama PS	1	Siyambalagoda	22
LG-11005	Homagama PS	1	Diyagama	23
LG-11005	Homagama PS	1	Dolahena	24
LG-11005	Homagama PS	1	Kiriwaththuduwa	25
LG-11005	Homagama PS	1	Kahathuduwa	26
LG-11005	Homagama PS	1	Wethara	27
LG-11005	Homagama PS	1	Palagama	28
LG-12001	Negombo MC	1	Kammalthura	1
LG-12001	Negombo MC	1	Kochchikade	2
LG-12001	Negombo MC	1	Pallansena South	3
LG-12001	Negombo MC	1	Poruthota	4
LG-12001	Negombo MC	1	Daluwakotuwa East	5
LG-12001	Negombo MC	1	Palangathure	6
LG-12001	Negombo MC	1	Ettukala	7
LG-12001	Negombo MC	1	Kattuwa	8
LG-12001	Negombo MC	1	Dalupotha	9
LG-12001	Negombo MC	1	Dalupotha East	10
LG-12001	Negombo MC	1	Kudapaduwa	11
LG-12001	Negombo MC	1	Kudapaduwa North	12
LG-12001	Negombo MC	1	Wellaweediya East	13
LG-12001	Negombo MC	1	Wellaweediya South	14
LG-12001	Negombo MC	1	Periyamulla	15
LG-12001	Negombo MC	1	Hunupitiya	16
LG-12001	Negombo MC	1	Angurukaramulla	17
LG-12001	Negombo MC	1	Udayarthoppuwa	18
LG-12001	Negombo MC	1	Munnakaraya	19
LG-12001	Negombo MC	1	Pitipana North	20
LG-12001	Negombo MC	1	Doowa	21
LG-12001	Negombo MC	1	Kadol Uyana	22
LG-12001	Negombo MC	1	Bolawalana	23
LG-12001	Negombo MC	1	Kurana	24
LG-12001	Negombo MC	1	Siriwardana Pedesa	25
LG-12001	Negombo MC	1	Dakunu Pitipana East	26
LG-12001	Negombo MC	1	Dakunu Pitipana West	27
LG-12001	Negombo MC	1	Thalahena Dungalpitiya	28
LG-12001	Negombo MC	1	Kepungoda	29
LG-12013	Gampaha MC	1	Thittalapitigoda	1
LG-12013	Gampaha MC	1	Aluthgama Bogamuwa North	2
LG-12013	Gampaha MC	1	Aluthgama Bogamuwa South	3
LG-12013	Gampaha MC	1	Weediyawatta	4
LG-12013	Gampaha MC	1	Keselwathugoda	5
LG-12013	Gampaha MC	1	Indigolla	6
LG-12013	Gampaha MC	1	Ihalagama East	7
LG-12013	Gampaha MC	1	Ihalagama West	8
LG-12013	Gampaha MC	1	Medagama	9
LG-12013	Gampaha MC	1	Pahalagama	10
LG-12013	Gampaha MC	1	Bendiyamulla	11
LG-12013	Gampaha MC	1	Kidagammulla	12
LG-12013	Gampaha MC	1	Gampaha Aluthgama East	13
LG-12013	Gampaha MC	1	Yakkala North	14
LG-12013	Gampaha MC	1	Yakkala West	15
LG-12013	Gampaha MC	1	Yakkala	16
LG-12013	Gampaha MC	1	Henarathgoda	17
LG-12009	Wattala-Mabola UC	1	Mabola	1
LG-12009	Wattala-Mabola UC	2	Welikadamulla	2
LG-12009	Wattala-Mabola UC	1	Wattala	3
LG-12009	Wattala-Mabola UC	2	Evariwatta	4
LG-12009	Wattala-Mabola UC	2	Galwetiya	5
LG-12009	Wattala-Mabola UC	2	Telangapatha	6
LG-12003	Katunayaka-Seeduwa UC	1	Kurana Katunayaka	1
LG-12003	Katunayaka-Seeduwa UC	1	Kurana Central	2
LG-12003	Katunayaka-Seeduwa UC	1	Katunayaka	3
LG-12003	Katunayaka-Seeduwa UC	1	Liyanagemulla North	4
LG-12003	Katunayaka-Seeduwa UC	1	Amandoluwa	5
LG-12003	Katunayaka-Seeduwa UC	1	Liyanagemulla South	6
LG-12003	Katunayaka-Seeduwa UC	1	Mukalangamuwa	7
LG-12003	Katunayaka-Seeduwa UC	1	Seeduwa	8
LG-12003	Katunayaka-Seeduwa UC	1	Mukalangamuwa East	9
LG-12003	Katunayaka-Seeduwa UC	1	Bandarawatta	10
LG-12003	Katunayaka-Seeduwa UC	1	Ambalanmulla	11
LG-12007	Minuwangoda UC	1	Minuwangoda West	1
LG-12007	Minuwangoda UC	1	Darmarajarama Pedesa	2
LG-12007	Minuwangoda UC	1	Minuwangoda North	3
LG-12007	Minuwangoda UC	1	Minuwangoda East 02	4
LG-12007	Minuwangoda UC	1	Minuwangoda East 01	5
LG-12007	Minuwangoda UC	2	Meda Minuwangoda	6
LG-12007	Minuwangoda UC	1	Ambagahawatta	7
LG-12007	Minuwangoda UC	1	Burullapitiya	8
LG-12011	Ja-Ela UC	1	Thudella	1
LG-12011	Ja-Ela UC	1	Kanuwana	2
LG-12011	Ja-Ela UC	1	Ja-Ela	3
LG-12011	Ja-Ela UC	1	Weligampitiya North	4
LG-12011	Ja-Ela UC	1	Indivitiya	5
LG-12011	Ja-Ela UC	1	Weligampitiya South	6
LG-12011	Ja-Ela UC	2	Kapuwatta	7
LG-12011	Ja-Ela UC	1	Wewala	8
LG-12011	Ja-Ela UC	1	Kalaeliya	9
LG-12018	Peliyagoda UC	1	Peliyagoda Watta	1
LG-12018	Peliyagoda UC	1	Meegahawatta North	2
LG-12018	Peliyagoda UC	1	Pattiya North	3
LG-12018	Peliyagoda UC	1	Pattiya East	4
LG-12018	Peliyagoda UC	1	Rohana Vihara Pedesa	5
LG-12018	Peliyagoda UC	1	Meegahawatta South	6
LG-12018	Peliyagoda UC	1	Peliyagoda Gangabada	7
LG-12018	Peliyagoda UC	1	Peliyagoda Gangabada East	8
LG-12018	Peliyagoda UC	1	Pattiya West	9
LG-12018	Peliyagoda UC	1	Gurukula Vidyala Pedesa	10
LG-12008	Wattala PS	1	Pamunugama	1
LG-12008	Wattala PS	1	Delathura	2
LG-12008	Wattala PS	1	Bopitiya	3
LG-12008	Wattala PS	1	Uswetakeiyawa	4
LG-12008	Wattala PS	1	Nugape	5
LG-12008	Wattala PS	1	Welisara	6
LG-12008	Wattala PS	1	Mangulpokuna	7
LG-12008	Wattala PS	1	Mahabage	8
LG-12008	Wattala PS	1	Horape	9
LG-12008	Wattala PS	1	Kurukulawa	10
LG-12008	Wattala PS	1	Heenkenda	11
LG-12008	Wattala PS	1	Galudupita	12
LG-12008	Wattala PS	1	Mattumagala	13
LG-12008	Wattala PS	1	Kerawalapitiya	14
LG-12008	Wattala PS	1	Matagoda	15
LG-12008	Wattala PS	1	Balagala	16
LG-12008	Wattala PS	1	Palliyawatta	17
LG-12008	Wattala PS	1	Thimbirigasyaya	18
LG-12008	Wattala PS	1	Nayakakanda	19
LG-12008	Wattala PS	1	Maha Hendala	20
LG-12008	Wattala PS	1	Hekitta	21
LG-12002	Katana PS	2	Thoppuwa	1
LG-12002	Katana PS	1	Katana	2
LG-12002	Katana PS	1	Ethgala	3
LG-12002	Katana PS	1	Kandawala	4
LG-12002	Katana PS	1	Welihena	5
LG-12002	Katana PS	1	Silva Pura	6
LG-12002	Katana PS	1	Kondagammulla	7
LG-12002	Katana PS	1	Kadirana North	8
LG-12002	Katana PS	1	Thimbirigaskatuwa	9
LG-12002	Katana PS	1	Katuwapitiya	10
LG-12002	Katana PS	1	Kadirana	11
LG-12002	Katana PS	1	Akkara Panaha	12
LG-12002	Katana PS	1	Kimbulapitiya Central	13
LG-12002	Katana PS	1	Kimbulapitiya West	14
LG-12002	Katana PS	1	Andiambalama	15
LG-12002	Katana PS	1	Dewamottawa	16
LG-12002	Katana PS	1	Madawala	17
LG-12002	Katana PS	1	Heenatiyana	18
LG-12002	Katana PS	1	Kuswala	19
LG-12002	Katana PS	1	Raddoluwagama	20
LG-12002	Katana PS	1	Raddoluwa North	21
LG-12002	Katana PS	1	Raddoluwa	22
LG-12002	Katana PS	1	Kotugoda	23
LG-12002	Katana PS	1	Udammita	24
LG-12004	Divulapitiya PS	1	Badalgama	1
LG-12004	Divulapitiya PS	1	Mellawagedara	2
LG-12004	Divulapitiya PS	1	Kotadeniyawa	3
LG-12004	Divulapitiya PS	1	Nawana	4
LG-12004	Divulapitiya PS	1	Halpe	5
LG-12004	Divulapitiya PS	1	Kithulwala	6
LG-12004	Divulapitiya PS	1	Madithiyawala	7
LG-12004	Divulapitiya PS	1	Walpita	8
LG-12004	Divulapitiya PS	1	Delwagura	9
LG-12004	Divulapitiya PS	1	Godigamuwa	10
LG-12004	Divulapitiya PS	1	Akaragama	11
LG-12004	Divulapitiya PS	1	Pahala Madampella	12
LG-12004	Divulapitiya PS	1	Kongodamulla West	13
LG-12004	Divulapitiya PS	1	Bolagala	14
LG-12004	Divulapitiya PS	1	Kadawala	15
LG-12004	Divulapitiya PS	1	Induragara	16
LG-12004	Divulapitiya PS	1	Palliyapitiya	17
LG-12004	Divulapitiya PS	1	Barawavila	18
LG-12004	Divulapitiya PS	1	Balagalla	19
LG-12004	Divulapitiya PS	1	Divulapitiya	20
LG-12004	Divulapitiya PS	1	Bomugammana	21
LG-12004	Divulapitiya PS	1	Henpitagedara	22
LG-12004	Divulapitiya PS	1	Doonagaha	23
LG-12004	Divulapitiya PS	1	Dagonna	24
LG-12004	Divulapitiya PS	1	Aluthepola	25
LG-12004	Divulapitiya PS	1	Assennawatta	26
LG-12005	Mirigama PS	1	Nalla	1
LG-12005	Mirigama PS	1	Loluwagoda	2
LG-12005	Mirigama PS	1	Keenadeniya	3
LG-12005	Mirigama PS	1	Kandalama	4
LG-12005	Mirigama PS	1	Mirigama	5
LG-12005	Mirigama PS	1	Thawalampitiya	6
LG-12005	Mirigama PS	1	Madabavita	7
LG-12005	Mirigama PS	1	Bothale	8
LG-12005	Mirigama PS	1	Danovita	9
LG-12005	Mirigama PS	1	Weweldeniya	10
LG-12005	Mirigama PS	1	Pamunuwatta	11
LG-12005	Mirigama PS	1	Lindara	12
LG-12005	Mirigama PS	1	Indiparape	13
LG-12005	Mirigama PS	1	Elhena	14
LG-12005	Mirigama PS	1	Pelapitigama	15
LG-12005	Mirigama PS	1	Banduragoda	16
LG-12005	Mirigama PS	1	Muddaragama	17
LG-12005	Mirigama PS	1	Borukgamuwa	18
LG-12005	Mirigama PS	1	Weragoda	19
LG-12005	Mirigama PS	1	Hansagiriya	20
LG-12005	Mirigama PS	1	Hapitigama	21
LG-12005	Mirigama PS	1	Bataleeya	22
LG-12005	Mirigama PS	1	Radawadunna	23
LG-12005	Mirigama PS	1	Dambutuwa	24
LG-12005	Mirigama PS	1	Pasyala	25
LG-12005	Mirigama PS	1	Panawala	26
LG-12005	Mirigama PS	1	Mottunna	27
LG-12005	Mirigama PS	1	Maligathenna	28
LG-12005	Mirigama PS	1	Kureekotuwa	29
LG-12006	Minuwangoda PS	1	Unnaruwa	1
LG-12006	Minuwangoda PS	1	Yatiyana	2
LG-12006	Minuwangoda PS	1	Boragodawatta	3
LG-12006	Minuwangoda PS	1	Nilpanagoda	4
LG-12006	Minuwangoda PS	1	Wegowwa	5
LG-12006	Minuwangoda PS	1	Horampella	6
LG-12006	Minuwangoda PS	1	Watinapaha	7
LG-12006	Minuwangoda PS	1	Mabodala	8
LG-12006	Minuwangoda PS	1	Wadumulla	9
LG-12006	Minuwangoda PS	1	Naiwala	10
LG-12006	Minuwangoda PS	1	Marapola	11
LG-12006	Minuwangoda PS	1	Balabowa	12
LG-12006	Minuwangoda PS	1	Pethiyagoda	13
LG-12006	Minuwangoda PS	1	Udugampola	14
LG-12006	Minuwangoda PS	1	Ganihimulla	15
LG-12006	Minuwangoda PS	1	Mathammana	16
LG-12006	Minuwangoda PS	1	Pattanduwana	17
LG-12006	Minuwangoda PS	1	Galloluwa	18
LG-12006	Minuwangoda PS	1	Polwatta	19
LG-12006	Minuwangoda PS	1	Yagodamulla	20
LG-12006	Minuwangoda PS	1	Kotugoda	21
LG-12006	Minuwangoda PS	1	Nedagamuwa	22
LG-12006	Minuwangoda PS	1	Madelgamuwa	23
