district_id	lg_id	ward_name	party_name	name
LK-21	LG-21002	8-Udahigulwala	SLFP	Herath Mudiyanselage Gamini Herath
LK-21	LG-21010	None	IG1	Herath Mudiyanselage Gamini Herath
LK-21	LG-21013	16-Pollwatta	SJB	Herath Mudiyanselage Gamini Herath
LK-31	LG-31019	None	JJB	Weerasingha Arachchige Sunil
LK-31	LG-31008	None	SLFP	Himashi Dilsara Ponnamperuma
LK-31	LG-31009	None	FPF	Ajith Jayasekara
LK-31	LG-31016	1-Gintota	SJB	Bellanage Asanka Niroshana Chandrasekara
LK-31	LG-31016	1-Gintota	SLFP	Bellanage Asanka Niroshana Chandrasekara
LK-31	LG-31016	10-Sangamithapura	SJB	Thalahagama Acharige Thissa
LK-31	LG-31016	10-Sangamithapura	SLFP	Thalahagama Acharige Thissa
LK-31	LG-31016	11-Galwadugoda	SJB	Lewallage Buddhinee Chathurika Premathilaka
LK-31	LG-31016	11-Galwadugoda	SLFP	Lewallage Buddhinee Chathurika Premathilaka
LK-31	LG-31016	12 -	SJB	Nilmini Damayanthi Thiranagama
LK-31	LG-31016	12 -	SLFP	Nilmini Damayanthi Thiranagama
LK-31	LG-31016	13 -	SJB	Somasundaram Niranjan
LK-31	LG-31016	13 -	SLFP	Somasundaram Niranjan
LK-31	LG-31016	14-Galle city	SJB	Priyantha Sudath Weerapperuma
LK-31	LG-31016	14-Galle city	SLFP	Priyantha Sudath Weerapperuma
LK-31	LG-31016	15-weliwatta	SJB	Kokmaduwa Jayasingha Arachchige Aminda Kumara
LK-31	LG-31016	15-weliwatta	SLFP	Kokmaduwa Jayasingha Arachchige Aminda Kumara
LK-31	LG-31016	16-Thalapitiya	SJB	Nawurunna Guruge Denistan Solaman De Silva
LK-31	LG-31016	16-Thalapitiya	SLFP	Nawurunna Guruge Denistan Solaman De Silva
LK-31	LG-31016	17-Makuluwa	SJB	Bambarawanage Dharmasena
LK-31	LG-31016	17-Makuluwa	SLFP	Bambarawanage Dharmasena
LK-31	LG-31016	18-Milidduwa	SJB	Mohamad Ishak Mohamad Abdul Kadar
LK-31	LG-31016	18-Milidduwa	SLFP	Mohamad Ishak Mohamad Abdul Kadar
LK-31	LG-31016	18-Milidduwa	SJB	Nawurunna Guruge Methsiri Alexander De Silva
LK-31	LG-31016	18-Milidduwa	SLFP	Nawurunna Guruge Methsiri Alexander De Silva
LK-31	LG-31016	19-Magalla	SJB	Pitiduwa Liyana Badalge Nadeeka Priyanganee Premarathna
LK-31	LG-31016	19-Magalla	SLFP	Pitiduwa Liyana Badalge Nadeeka Priyanganee Premarathna
LK-31	LG-31016	2-Dadalla	SJB	Jeewananda Liyanaarachchi
LK-31	LG-31016	2-Dadalla	SLFP	Jeewananda Liyanaarachchi
LK-31	LG-31016	20-Katugoda	SJB	Siman Wasam Indrawathee
LK-31	LG-31016	20-Katugoda	SLFP	Siman Wasam Indrawathee
LK-31	LG-31016	3-Bope	SJB	Thilak Wijebandara
LK-31	LG-31016	3-Bope	SLFP	Thilak Wijebandara
LK-31	LG-31016	4-kubalwella	SJB	Hemantha Senasiri Dias Abeywickrama Gunasekara
LK-31	LG-31016	4-kubalwella	SLFP	Hemantha Senasiri Dias Abeywickrama Gunasekara
LK-31	LG-31016	5-Madawelamulla	SJB	Bopage Chooladasa
LK-31	LG-31016	5-Madawelamulla	SLFP	Bopage Chooladasa
LK-31	LG-31016	6-Deddugoda	SJB	Ruwan Kumara Hewa Rajarathna
LK-31	LG-31016	6-Deddugoda	SLFP	Ruwan Kumara Hewa Rajarathna
LK-31	LG-31016	7-Maitipe	SJB	Kottawa Iniyage Malani Manamperi
LK-31	LG-31016	7-Maitipe	SLFP	Kottawa Iniyage Malani Manamperi
LK-31	LG-31016	8 -	SJB	Ginthota Dewage Indika Jayanath
LK-31	LG-31016	8 -	SLFP	Ginthota Dewage Indika Jayanath
LK-31	LG-31016	9-Bataganvila	SJB	Ahangama Withanage Sriyani Abeygunasekara
LK-31	LG-31016	9-Bataganvila	SLFP	Ahangama Withanage Sriyani Abeygunasekara
LK-31	LG-31016	None	SJB	Aththota Gamage Sandya Pathmamali
LK-31	LG-31016	None	SLFP	Aththota Gamage Sandya Pathmamali
LK-31	LG-31016	None	SJB	Edirisingha Arachchige Ruwini Tharanga
LK-31	LG-31016	None	SLFP	Edirisingha Arachchige Ruwini Tharanga
LK-31	LG-31016	None	SJB	Holi Pathiranage Geethamali
LK-31	LG-31016	None	SLFP	Holi Pathiranage Geethamali
LK-31	LG-31016	None	SJB	Kalupahana Liyanage Sarath Sumanasiri
LK-31	LG-31016	None	SLFP	Kalupahana Liyanage Sarath Sumanasiri
LK-31	LG-31016	None	SJB	Kanankege Ashan Dilentha Sanjeewa
LK-31	LG-31016	None	SLFP	Kanankege Ashan Dilentha Sanjeewa
LK-31	LG-31016	None	SJB	Kottegodage Nandanee Piris
LK-31	LG-31016	None	SLFP	Kottegodage Nandanee Piris
LK-31	LG-31016	None	SJB	Kotudura Bandanage Rathnaseeli Somawansha
LK-31	LG-31016	None	SLFP	Kotudura Bandanage Rathnaseeli Somawansha
LK-31	LG-31016	None	SJB	Lulbadda Waduge Mahesh
LK-31	LG-31016	None	SLFP	Lulbadda Waduge Mahesh
LK-31	LG-31016	None	SJB	Madhushani Dilhara Kariyawasam
LK-31	LG-31016	None	SLFP	Madhushani Dilhara Kariyawasam
LK-31	LG-31016	None	SJB	Makawita Liyanage Pathmini Kanthilatha
LK-31	LG-31016	None	SLFP	Makawita Liyanage Pathmini Kanthilatha
LK-31	LG-31016	None	SJB	Nihal Ananda Kumarasingha
LK-31	LG-31016	None	SLFP	Nihal Ananda Kumarasingha
LK-31	LG-31016	None	SJB	Ruwan Lakmal Puthra Gurudeniya
LK-31	LG-31016	None	SLFP	Ruwan Lakmal Puthra Gurudeniya
LK-31	LG-31016	None	SJB	Sandaru Widarsha Abeywickrama
LK-31	LG-31016	None	SLFP	Sandaru Widarsha Abeywickrama
LK-31	LG-31016	None	SJB	Sugeeswara Abeyrathna Wickramasingha
LK-31	LG-31016	None	SLFP	Sugeeswara Abeyrathna Wickramasingha
LK-31	LG-31016	None	SJB	Thalahagama Acharige Danuja Sankhajith
LK-31	LG-31016	None	SLFP	Thalahagama Acharige Danuja Sankhajith
LK-31	LG-31016	None	SJB	Umagiliya Kankanamge Nirosh Sameera
LK-31	LG-31016	None	SLFP	Umagiliya Kankanamge Nirosh Sameera
LK-31	LG-31016	None	SJB	Walpala Hewage Thilini Nimesha Malshani
LK-31	LG-31016	None	SLFP	Walpala Hewage Thilini Nimesha Malshani
LK-32	LG-32002	1-Mederipitiya	FPF	Hewa Dewage Jayantha
LK-32	LG-32002	1-Mederipitiya	NDF	Hewa Dewage Jayantha
LK-32	LG-32002	11-Waralla	FPF	Menikpurage Nihal Prashantha
LK-32	LG-32002	11-Waralla	NDF	Menikpurage Nihal Prashantha
LK-32	LG-32002	12-Morawaka	FPF	Padmanadan Munisami
LK-32	LG-32002	12-Morawaka	NDF	Padmanadan Munisami
LK-32	LG-32002	13-Horagala	FPF	Chulani Lasanthi Hettiarachchi
LK-32	LG-32002	13-Horagala	NDF	Chulani Lasanthi Hettiarachchi
LK-32	LG-32002	2-Kiriweldola	FPF	Liyanarachchilage Don Nalin Sadaruwan
LK-32	LG-32002	2-Kiriweldola	NDF	Liyanarachchilage Don Nalin Sadaruwan
LK-32	LG-32002	3-Kandilpana	FPF	Jayasinghe Mudiyanselage Shantha Kumara
LK-32	LG-32002	3-Kandilpana	NDF	Jayasinghe Mudiyanselage Shantha Kumara
LK-32	LG-32002	4-Thenipita	FPF	Piyasiri Jayawardhene
LK-32	LG-32002	4-Thenipita	NDF	Piyasiri Jayawardhene
LK-32	LG-32002	4-Thenipita	FPF	Samiyel Yoganadan
LK-32	LG-32002	4-Thenipita	NDF	Samiyel Yoganadan
LK-32	LG-32002	5-Deniyaya	FPF	Jeewaka Senarath Ehalepola Jayaweera
LK-32	LG-32002	5-Deniyaya	NDF	Jeewaka Senarath Ehalepola Jayaweera
LK-32	LG-32002	5-Deniyaya	SJB	Mahadurage Jayathissa
LK-32	LG-32002	6-Pallegama	FPF	Habarakada Ranasinghage Chandana Kumara
LK-32	LG-32002	6-Pallegama	NDF	Habarakada Ranasinghage Chandana Kumara
LK-32	LG-32002	7-Kolawenigama	FPF	Yamange Pushpa Ranjani
LK-32	LG-32002	7-Kolawenigama	NDF	Yamange Pushpa Ranjani
LK-32	LG-32002	8-Kotapola North	FPF	Tharidu Dhanesh Hettiarachchi
LK-32	LG-32002	8-Kotapola North	NDF	Tharidu Dhanesh Hettiarachchi
LK-32	LG-32002	9-Ilukpitiya	FPF	Thudawe Hewage Ranjith
LK-32	LG-32002	9-Ilukpitiya	NDF	Thudawe Hewage Ranjith
LK-32	LG-32002	None	FPF	Angappuli Hewage Siriyalatha
LK-32	LG-32002	None	NDF	Angappuli Hewage Siriyalatha
LK-32	LG-32002	None	FPF	Dewa Nimesh Prasanna De Silva
LK-32	LG-32002	None	NDF	Dewa Nimesh Prasanna De Silva
LK-32	LG-32002	None	FPF	Ginthota Kapuge Sumedha Prabhath
LK-32	LG-32002	None	NDF	Ginthota Kapuge Sumedha Prabhath
LK-32	LG-32002	None	FPF	Haburugala Vithanalage Dona Sarojani Priyanga
LK-32	LG-32002	None	NDF	Haburugala Vithanalage Dona Sarojani Priyanga
LK-32	LG-32002	None	FPF	Hettige Don Chinthaka Deshapriya
LK-32	LG-32002	None	NDF	Hettige Don Chinthaka Deshapriya
LK-32	LG-32002	None	FPF	Kankanam Gamage Chathurika Sewwandi
LK-32	LG-32002	None	NDF	Kankanam Gamage Chathurika Sewwandi
LK-32	LG-32002	None	FPF	Kodithuwakku Arachchige Suranga
LK-32	LG-32002	None	NDF	Kodithuwakku Arachchige Suranga
LK-32	LG-32002	None	FPF	Marimuththu Rangamma
LK-32	LG-32002	None	NDF	Marimuththu Rangamma
LK-32	LG-32002	None	FPF	Munamalpe Liyanage Champika Kamani
LK-32	LG-32002	None	NDF	Munamalpe Liyanage Champika Kamani
LK-32	LG-32002	None	FPF	Nagamuththu Chandrakumar
LK-32	LG-32002	None	NDF	Nagamuththu Chandrakumar
LK-32	LG-32002	None	FPF	Perumal Wijaya Lechchami
LK-32	LG-32002	None	NDF	Perumal Wijaya Lechchami
LK-32	LG-32002	None	FPF	Selloiya Sellodore
LK-32	LG-32002	None	NDF	Selloiya Sellodore
LK-32	LG-32010	1-Denagama-Mee Ella	FPF	Hewa Walimunige Gnanasena
LK-32	LG-32010	1-Denagama-Mee Ella	SLPP	Hewa Walimunige Gnanasena
LK-32	LG-32010	1-Denagama-Mee Ella	FPF	Madurapperuma Widana Arachchige Siriyawathee
LK-32	LG-32010	1-Denagama-Mee Ella	SLPP	Madurapperuma Widana Arachchige Siriyawathee
LK-32	LG-32010	2-Pananwela	FPF	Abeykoon Jalath Pathiranage Jayasena Abeykoon
LK-32	LG-32010	2-Pananwela	SLPP	Abeykoon Jalath Pathiranage Jayasena Abeykoon
LK-32	LG-32010	3-Wepatha Ira	FPF	Widana Pathirana Krishan Anuradha Premarathna
LK-32	LG-32010	3-Wepatha Ira	SLPP	Widana Pathirana Krishan Anuradha Premarathna
LK-32	LG-32010	4-Narawelpita	FPF	Peduru Arachchige Suljan Senarathna Weerasinghe
LK-32	LG-32010	4-Narawelpita	SLPP	Peduru Arachchige Suljan Senarathna Weerasinghe
LK-32	LG-32010	5-Ellewela	FPF	Medage Aruna Rajapaksha
LK-32	LG-32010	5-Ellewela	SLPP	Medage Aruna Rajapaksha
LK-32	LG-32010	6-Kongala	FPF	Alahapperuma Arachchige Lahiru Sandamal
LK-32	LG-32010	6-Kongala	SLPP	Alahapperuma Arachchige Lahiru Sandamal
LK-32	LG-32010	7-Muruthamuraya	FPF	Widana Gamage Udara Thilina
LK-32	LG-32010	7-Muruthamuraya	SLPP	Widana Gamage Udara Thilina
LK-32	LG-32010	8-Udupeellegoda	FPF	Gallege Chandrasiri
LK-32	LG-32010	8-Udupeellegoda	SLPP	Gallege Chandrasiri
LK-32	LG-32010	9-Gangodagama	FPF	Rathnayaka Weerakoonge Shehan Ransala
LK-32	LG-32010	9-Gangodagama	SLPP	Rathnayaka Weerakoonge Shehan Ransala
LK-32	LG-32010	None	FPF	Chanaka Chamindalal Wadanambi
LK-32	LG-32010	None	SLPP	Chanaka Chamindalal Wadanambi
LK-32	LG-32010	None	FPF	Dewundara Paththinige Chinthaka Mishan Kumara
LK-32	LG-32010	None	SLPP	Dewundara Paththinige Chinthaka Mishan Kumara
LK-32	LG-32010	None	FPF	Gamage Thilina Viraj
LK-32	LG-32010	None	SLPP	Gamage Thilina Viraj
LK-32	LG-32010	None	FPF	Karaputugala Gam Acharige Sagarika Lakmali
LK-32	LG-32010	None	SLPP	Karaputugala Gam Acharige Sagarika Lakmali
LK-32	LG-32010	None	FPF	Obada Arachchige Pasindu Harshana
LK-32	LG-32010	None	SLPP	Obada Arachchige Pasindu Harshana
LK-32	LG-32010	None	FPF	Peduru Arachchige Tharanga Janaki Jayasinghe
LK-32	LG-32010	None	SLPP	Peduru Arachchige Tharanga Janaki Jayasinghe
LK-32	LG-32010	None	FPF	Priyadarshani Garusinghe
LK-32	LG-32010	None	SLPP	Priyadarshani Garusinghe
LK-32	LG-32010	None	FPF	Ranbandi Kaludurage Dilini Sathsarani
LK-32	LG-32010	None	SLPP	Ranbandi Kaludurage Dilini Sathsarani
LK-32	LG-32010	None	FPF	Vidana Gamachchige Sampath
LK-32	LG-32010	None	SLPP	Vidana Gamachchige Sampath
LK-32	LG-32011	3-Kirindha	UNP	Wedikkara Arachchige Sunil Shantha
LK-32	LG-32011	None	SLPP	Wedikkara Arachchige Sunil Shantha
LK-32	LG-32014	1-Kanaththagoda	DVJP	Damith Aththanayaka
LK-32	LG-32014	1-Kanaththagoda	FPF	Damith Aththanayaka
LK-32	LG-32014	1-Kanaththagoda	JJB	Hewa Edirappuli Anusha Kalyani
LK-32	LG-32014	1-Kanaththagoda	SLFP	Hewa Edirappuli Anusha Kalyani
LK-32	LG-32014	10-Bandaranayakapura	DVJP	Wijesekara Kankanamge Akalanka Pinsara Sanghapriya
LK-32	LG-32014	10-Bandaranayakapura	FPF	Wijesekara Kankanamge Akalanka Pinsara Sanghapriya
LK-32	LG-32014	10-Bandaranayakapura	JJB	Bowala Liyanage Sunil Shantha
LK-32	LG-32014	10-Bandaranayakapura	SLFP	Bowala Liyanage Sunil Shantha
LK-32	LG-32014	11-Kekanadura Central	DVJP	Palapatha Kodithuwakku Sampath Indunil Kodithuwakku
LK-32	LG-32014	11-Kekanadura Central	FPF	Palapatha Kodithuwakku Sampath Indunil Kodithuwakku
LK-32	LG-32014	11-Kekanadura Central	JJB	Sunil Wijesiriwardhana
LK-32	LG-32014	11-Kekanadura Central	SLFP	Sunil Wijesiriwardhana
LK-32	LG-32014	12-Makawita	DVJP	Mathota Ralalage Nihal Chandrasiri
LK-32	LG-32014	12-Makawita	FPF	Mathota Ralalage Nihal Chandrasiri
LK-32	LG-32014	12-Makawita	JJB	Vipulajeewa Rodrigo
LK-32	LG-32014	12-Makawita	SLFP	Vipulajeewa Rodrigo
LK-32	LG-32014	13-Ruwanella	DVJP	Peduru Arachchige Nihal Samarasinghe
LK-32	LG-32014	13-Ruwanella	FPF	Peduru Arachchige Nihal Samarasinghe
LK-32	LG-32014	13-Ruwanella	JJB	Koggala Hewage Rasika Prasad
LK-32	LG-32014	13-Ruwanella	SLFP	Koggala Hewage Rasika Prasad
LK-32	LG-32014	14-Weherahena	DVJP	Eriweruwe Ranasinghe Hewage Priyantha Ransinghe
LK-32	LG-32014	14-Weherahena	FPF	Eriweruwe Ranasinghe Hewage Priyantha Ransinghe
LK-32	LG-32014	14-Weherahena	JJB	Korale Liyanage Sunil
LK-32	LG-32014	14-Weherahena	SLFP	Korale Liyanage Sunil
LK-32	LG-32014	15-Wewa Ihalagoda	DVJP	Thameer Duminda Gamhewa
LK-32	LG-32014	15-Wewa Ihalagoda	FPF	Thameer Duminda Gamhewa
LK-32	LG-32014	15-Wewa Ihalagoda	JJB	Walathara Acharige Prabhath Pushpakumara
LK-32	LG-32014	15-Wewa Ihalagoda	SLFP	Walathara Acharige Prabhath Pushpakumara
LK-32	LG-32014	16-Talpawila	DVJP	Liyanage Kulawathi
LK-32	LG-32014	16-Talpawila	FPF	Liyanage Kulawathi
LK-32	LG-32014	16-Talpawila	JJB	Sugath Wengappuli
LK-32	LG-32014	16-Talpawila	SLFP	Sugath Wengappuli
LK-32	LG-32014	17-Rassandeniya	DVJP	Thilak Rohana Abeysinghe
LK-32	LG-32014	17-Rassandeniya	FPF	Thilak Rohana Abeysinghe
LK-32	LG-32014	17-Rassandeniya	JJB	Muhandiramge Gunasekara Anusha Nishanthi Gunasekara
LK-32	LG-32014	17-Rassandeniya	SLFP	Muhandiramge Gunasekara Anusha Nishanthi Gunasekara
LK-32	LG-32014	2-Wewahamanduwa	DVJP	Ranaweera Arachchige Nandapala
LK-32	LG-32014	2-Wewahamanduwa	FPF	Ranaweera Arachchige Nandapala
LK-32	LG-32014	2-Wewahamanduwa	JJB	Upul Raveendra Jayathunga
LK-32	LG-32014	2-Wewahamanduwa	SLFP	Upul Raveendra Jayathunga
LK-32	LG-32014	3-Godagama	DVJP	Sanath Kumara Weththasinghe
LK-32	LG-32014	3-Godagama	FPF	Sanath Kumara Weththasinghe
LK-32	LG-32014	3-Godagama	JJB	Wijesekara Liyanage Rohana
LK-32	LG-32014	3-Godagama	SLFP	Wijesekara Liyanage Rohana
LK-32	LG-32014	4-Nawimana South	DVJP	Sandun Pradeep Kumara Widanagamage
LK-32	LG-32014	4-Nawimana South	FPF	Sandun Pradeep Kumara Widanagamage
LK-32	LG-32014	4-Nawimana South	JJB	Hewa Udumullage Anura
LK-32	LG-32014	4-Nawimana South	SLFP	Hewa Udumullage Anura
LK-32	LG-32014	5-Nawimana North	DVJP	Agampodi Liyanage Dasantha Manura
LK-32	LG-32014	5-Nawimana North	FPF	Agampodi Liyanage Dasantha Manura
LK-32	LG-32014	5-Nawimana North	JJB	Nammuni Kankanam Vidana Mahadurage Ranmini Kumara
LK-32	LG-32014	5-Nawimana North	SLFP	Nammuni Kankanam Vidana Mahadurage Ranmini Kumara
LK-32	LG-32014	6-Deeyagaha	DVJP	Kankanam Pathiranage Lasantha Sanjeewa
LK-32	LG-32014	6-Deeyagaha	FPF	Kankanam Pathiranage Lasantha Sanjeewa
LK-32	LG-32014	6-Deeyagaha	JJB	Senavirathna Batagoda Madhura Hengum
LK-32	LG-32014	6-Deeyagaha	SLFP	Senavirathna Batagoda Madhura Hengum
LK-32	LG-32014	7-Kekanadura	DVJP	Dilan Nalaka Jayasinghe
LK-32	LG-32014	7-Kekanadura	FPF	Dilan Nalaka Jayasinghe
LK-32	LG-32014	7-Kekanadura	JJB	Sudath Hemachandra Samaranayaka
LK-32	LG-32014	7-Kekanadura	SLFP	Sudath Hemachandra Samaranayaka
LK-32	LG-32014	8-Kokawala	DVJP	Wellewaththe Arachchige Tharushika Priyashan
LK-32	LG-32014	8-Kokawala	FPF	Wellewaththe Arachchige Tharushika Priyashan
LK-32	LG-32014	8-Kokawala	JJB	Piyal Sarath Kumara Kodithuwakku
LK-32	LG-32014	8-Kokawala	SLFP	Piyal Sarath Kumara Kodithuwakku
LK-32	LG-32014	9-Parawahera	DVJP	Elgiriya Vitharanage Madhushani
LK-32	LG-32014	9-Parawahera	FPF	Elgiriya Vitharanage Madhushani
LK-32	LG-32014	9-Parawahera	JJB	Galwaduge Thusitha
LK-32	LG-32014	9-Parawahera	SLFP	Galwaduge Thusitha
LK-32	LG-32014	None	DVJP	Dapana durage Saman Ananda
LK-32	LG-32014	None	FPF	Dapana durage Saman Ananda
LK-32	LG-32014	None	DVJP	Gayomi Maheswari Senevirathne
LK-32	LG-32014	None	FPF	Gayomi Maheswari Senevirathne
LK-32	LG-32014	None	DVJP	Hewa Kadawedduwage Jeewan Darshana
LK-32	LG-32014	None	FPF	Hewa Kadawedduwage Jeewan Darshana
LK-32	LG-32014	None	DVJP	Kanchana Harshani Kahanda Dissanayake
LK-32	LG-32014	None	FPF	Kanchana Harshani Kahanda Dissanayake
LK-32	LG-32014	None	DVJP	Peleda Pathirage Gayana Dimestrius Dias
LK-32	LG-32014	None	FPF	Peleda Pathirage Gayana Dimestrius Dias
LK-32	LG-32014	None	DVJP	Prasanga Wickramasinghe
LK-32	LG-32014	None	FPF	Prasanga Wickramasinghe
LK-32	LG-32014	None	DVJP	Rathnayaka Adhikaram Thenemnehelage Tekla Piyumika
LK-32	LG-32014	None	FPF	Rathnayaka Adhikaram Thenemnehelage Tekla Piyumika
LK-32	LG-32014	None	DVJP	Rawaththa Vidana Kankanamge Dayaseeli
LK-32	LG-32014	None	FPF	Rawaththa Vidana Kankanamge Dayaseeli
LK-32	LG-32014	None	DVJP	Rositha Ariya Srimal Udagama
LK-32	LG-32014	None	FPF	Rositha Ariya Srimal Udagama
LK-32	LG-32014	None	DVJP	Thotabole Arachchige Shiroma Pushpa Kumari
LK-32	LG-32014	None	FPF	Thotabole Arachchige Shiroma Pushpa Kumari
LK-32	LG-32014	None	DVJP	Thuduwa Waththage Akila NuwanKrishantha De Silva
